Time,LeftOutput,RightOutput,LeftLeadCurrent,LeftFollow1Current,LeftFollow2Current,RightLeadCurrent,RightFollow1Current,RightFollow2Current,LeftCurrentAvg
152.42,0.0533464,0.0596637,0,0,0,0,0.34375,0.03125,0
152.44,0.0440687,0.048677,0.0625,0,0,0,0,0,0.020833333
152.46,0.0360424,0.0386059,0,0,0,0,0.21875,0,0
152.48,0.027131,0.0278634,0,0,0.125,0,0.09375,0,0.041666667
152.5,0.0177618,0.0171209,0.1875,0,0,0,0.0625,0,0.0625
152.52,0.00949126,0.00808741,0,1.125,0.28125,1.625,0.0625,0.625,0.46875
152.54,0.000701926,0.000671407,0,0.375,0,0,0,0.15625,0.125
152.56,-0.00454726,-0.00866726,0.09375,0,0.0625,0.09375,1.09375,0.1875,0.052083333
152.58,-0.00866726,-0.0143437,1.03125,0.53125,0.90625,2.46875,1.09375,1.65625,0.822916667
152.6,-0.0154118,-0.018128,0,1,0.4375,0,0,0,0.479166667
152.62,-0.0174261,-0.0249947,0,0.0625,0.0625,0.03125,0,0.03125,0.041666667
152.64,-0.0193182,-0.0270699,0,0,0,0.3125,0.34375,0.28125,0
152.66,-0.0236518,-0.0325327,0.34375,0,0.03125,0.03125,0,0.15625,0.125
152.68,-0.023896,-0.0318003,0.3125,0.0625,0.125,0,0,0.3125,0.166666667
152.7,-0.023957,-0.0307016,0.21875,0.1875,0.21875,0,0.0625,0,0.208333333
152.72,-0.0261238,-0.0330821,0.25,0.15625,0.125,0,0,0,0.177083333
152.74,-0.0246895,-0.0307321,0.125,0.125,0.25,0.03125,0,0.03125,0.166666667
152.76,-0.0258492,-0.0285043,0.09375,0.125,0.09375,0,0,0,0.104166667
152.78,-0.0229804,-0.0286264,0.0625,0.03125,0.09375,0,0.1875,0.25,0.0625
152.8,-0.0204169,-0.0249947,0.03125,0,0.0625,0.09375,0.1875,0.15625,0.03125
152.82,-0.019715,-0.0216071,0,0,0.03125,0.03125,0.0625,0.0625,0.010416667
152.84,-0.017304,-0.0198981,0,0.03125,0,0,0.0625,0,0.010416667
152.86,-0.0154118,-0.0169683,0,0,0,0,0,0,0
152.88,-0.0140385,-0.014893,0,0,0,0,0,0,0
152.9,-0.0118412,-0.0123905,0,0,0,0,0.21875,0,0
152.92,-0.0102237,-0.0102237,0,0,0.03125,0,0.03125,0.1875,0.010416667
152.94,-0.00863674,-0.00802637,0,0,0.125,0.21875,0.125,0.15625,0.041666667
152.96,-0.00744652,-0.00720237,0,0,0,0.09375,0.0625,0.15625,0
152.98,-0.00595111,-0.00650044,0.03125,0,0.0625,0.09375,0.0625,0.0625,0.03125
153,-0.00537126,-0.00500504,0.09375,0.0625,0.15625,0.125,0.15625,0.09375,0.104166667
153.02,-0.00491348,-0.00436415,0.125,0.15625,0.15625,0.15625,0.1875,0.15625,0.145833333
153.04,-0.00387585,-0.00421155,0.1875,0.125,0.1875,0.15625,0.1875,0.1875,0.166666667
153.06,-0.00415052,-0.003296,0.15625,0.125,0.15625,0.1875,0.15625,0.1875,0.145833333
153.08,-0.00424207,-0.00360118,0.15625,0.15625,0.15625,0.15625,0.15625,0.15625,0.15625
153.1,-0.0037843,-0.00372326,0.15625,0.125,0.15625,0.15625,0.15625,0.15625,0.145833333
153.12,-0.00375378,-0.00338755,0.15625,0.15625,0.1875,0.1875,0.15625,0.1875,0.166666667
153.14,-0.00412,-0.00344859,0.15625,0.125,0.15625,0.15625,0.1875,0.15625,0.145833333
153.16,-0.00399792,-0.00320444,0.15625,0.125,0.1875,0.15625,0.1875,0.15625,0.15625
153.18,-0.00430311,-0.00387585,0.15625,0.125,0.1875,0.15625,0.15625,0.1875,0.15625
